OBJECTID,Shape,COMPKEY,ELMNTKEY,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITID,UNITTYPE,UNITDESC,MEASDIST,RECEIPT_NBR,PANDD_NBR,PANDD_NBR_START,MODEL,PAIDAREA,SUBAREA,SIDE,CONDITION,OWNERSHIP,CURRENT_STATUS,PERSO_NBR,PAY_BY_PHONE,WIRELESS_CARRIER,MODEM,CARD_READER,CATEGORY,PS_CONFIGURATION,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,WKD_RATE1,WKD_START1,WKD_END1,WKD_RATE2,WKD_START2,WKD_END2,WKD_RATE3,WKD_START3,WKD_END3,SAT_RATE1,SAT_START1,SAT_END1,SAT_RATE2,SAT_START2,SAT_END2,SAT_RATE3,SAT_START3,SAT_END3,SUN_RATE1,SUN_START1,SUN_END1,SUN_RATE2,SUN_START2,SUN_END2,SUN_RATE3,SUN_START3,SUN_END3,START_TIME_WKD,END_TIME_WKD,START_TIME_SAT,END_TIME_SAT,START_TIME_SUN,END_TIME_SUN,PEAK_HOUR,SHAPE_LNG,SHAPE_LAT
327,"(47.614734576000046, -122.33707591499996)",528195,8249,109,8161,279,27,PSL-J146,PSL,7TH AVE 0190 BLOCK SW SIDE ( 255) 255 FT NW/O STEWART ST (07-19-21)                                                                                                                                                                                            ,255,J146,10146002,10146,MS1,Denny Triangle,South,SW,GOOD,SDOT,INSVC,1355,87115,T-MOBILE,3G, ,DISPLAY,14040,DISTRICT7, ,N,,3.5,480,659,3.5,660,1019,3,1020,1199,3.5,480,659,3.5,660,1019,3,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.33707591628,47.614734575220197
328,"(47.60836603700005, -122.33762571799997)",528156,35794,109,13180,92,-25,PSL-E019,PSL,UNION ST 0020 BLOCK SE SIDE (  62) 62 FT NE/O 2ND AVE (14-02-03)                                                                                                                                                                                               ,62,E019,5019002,5019,MS1,Commercial Core,Retail,SE,GOOD,SDOT,INSVC,1331,87933,T-MOBILE,3G, ,DISPLAY,14398,DISTRICT7, ,N,,3.5,480,659,4,660,1019,3.5,1020,1199,3.5,480,659,4,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.337625719477003,47.608366036685496
329,"(47.59675588400006, -122.32463675199995)",281137,43121,109,20655,106,30,PSL-M051,PSL,S LANE ST 0066 BLOCK N SIDE (  85) 85 FT E/O MAYNARD AVE S (S7-06-54)                                                                                                                                                                                          ,85,M051,13051002,13051,MS1,Chinatown/ID,Edge,N,GOOD,SDOT,INSVC,1110,87986,T-MOBILE,3G, ,DISPLAY,13011,DISTRICT2, ,N,,0.5,480,659,1.5,660,1019,1.5,1020,1199,0.5,480,659,1.5,660,1019,1.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.32463675291001,47.596755883201098
330,"(47.597091273000046, -122.32362072999996)",283832,8306,109,8209,153.5,34,PSL-M083,PSL,7TH AVE S 0060 BLOCK E SIDE ( 130) 130 FT S/O S WELLER ST (S07-06-10)                                                                                                                                                                                          ,130,M083,13083002,13083,MS1,Chinatown/ID,Core,E,GOOD,SDOT,INSVC,2293,86706,T-MOBILE,3G, ,DISPLAY,13010,DISTRICT2, ,N,,2,480,659,4,660,1019,2.5,1020,1199,2,480,659,4,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.323620731887999,47.597091271807102
331,"(47.63191821500004, -122.32638855099998)",337419,55453,109,10170,596,38,PSL-U131,PSL,EASTLAKE AVE E 0120 BLOCK NW SIDE ( 596) 596 FT NE/O E NELSON PL (EE-12-59)                                                                                                                                                                                    ,596,U131,19131010,19131,REV1,South Lake Union,North,NW,GOOD,SDOT,INSVC,2160,87853,T-MOBILE,3G, ,DISPLAY,14458,DISTRICT3, ,N,,1.5,480,659,2,660,1079,,,,1.5,480,659,2,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.326388552796004,47.631918213389497
332,"(47.62026929100006, -122.33446317199997)",336549,33145,109,10346,221,49,PSL-U118,PSL,FAIRVIEW AVE N 0020 BLOCK W SIDE ( 195) 195 FT N/O JOHN ST (NFV-02-17)                                                                                                                                                                                         ,195,U118,19118010,19118,STRADA,South Lake Union,South,W,GOOD,SDOT,INSVC,2160_NP7-9,87751,T-MOBILE,2G,M900,DISPLAY,,DISTRICT7, ,N,,2.5,480,659,2.5,660,1079,,,,2.5,480,659,2.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,7-9AM,-122.334463173925002,47.620269290155001
333,"(47.61694207900007, -122.34478452999997)",337503,30101,109,7247,110,28,PSL-J332,PSL,5TH AVE 0240 BLOCK SW SIDE (  89) 89 FT NW/O BATTERY ST (05-24-07)                                                                                                                                                                                             ,89,J332,10332004,10332,MS1,Belltown,North,SW,GOOD,SDOT,INSVC,1653,86415,T-MOBILE,3G, ,DISPLAY,13839,DISTRICT7, ,N,,1,480,659,1.5,660,1019,1.5,1020,1199,1,480,659,1.5,660,1019,1.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.344784531136,47.616942077864095
334,"(47.59686729300006, -122.32756588199999)",281239,7398,109,7361,237,28,PSL-M065,PSL,5TH AVE S 0070 BLOCK E SIDE ( 224) 224 FT S/O S WELLER ST (S05-06-18T)                                                                                                                                                                                         ,224,M065,13065002,13065,MS1,Chinatown/ID,Edge,E,GOOD,SDOT,INSVC,1110,86698,T-MOBILE,3G, ,DISPLAY,13011,DISTRICT2, ,N,,0.5,480,659,1.5,660,1019,1.5,1020,1199,0.5,480,659,1.5,660,1019,1.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.327565883542007,47.596867291876499
335,"(47.61738133800003, -122.33965461699995)",340684,8393,109,8286,115,41,PSL-W013,PSL,8TH AVE 0220 BLOCK SW SIDE (  94) 94 FT NW/O BLANCHARD ST (08-22-05)                                                                                                                                                                                           ,94,W013,21013004,21013,MS1,Denny Triangle,North,SW,GOOD,SDOT,INSVC,2191,87119,T-MOBILE,3G, ,DISPLAY,14035,DISTRICT7, ,N,,1.5,480,659,2,660,1079,,,,1.5,480,659,2,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.339654618033009,47.617381337170691
336,"(47.62059676300004, -122.35813618199995)",284066,24265,109,1239,299,22,PSL-S084,PSL,1ST AVE W 0020 BLOCK W SIDE ( 280) 280 FT N/O W JOHN ST (W01-02-23)                                                                                                                                                                                            ,280,S084,17084004,17084,STELIO,Uptown,Edge,W,GOOD,SDOT,INSVC,1653,86213,ATT,3G,M500,DISPLAY,,DISTRICT7, ,N,,1.5,480,659,1.5,660,1019,1.5,1020,1199,1.5,480,659,1.5,660,1019,1.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.358136183297006,47.620596761557401
337,"(47.62280414700007, -122.33985985299995)",339408,76433,109,8532,277,26,PSL-U333,PSL,9TH AVE N 0040 BLOCK W SIDE ( 257) 257 FT N/O HARRISON ST (N09-04-23)                                                                                                                                                                                          ,257,U333,19333010,19333,REV1,South Lake Union,South,W,GOOD,SDOT,INSVC,2160,87921,T-MOBILE,3G, ,DISPLAY,14461,DISTRICT7, ,N,,2.5,480,659,2.5,660,1079,,,,2.5,480,659,2.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.339859854629012,47.622804146364594
338,"(47.65541283600004, -122.31249468899995)",529836,39293,109,16735,195,25,PSL-L126,PSL,NE 40TH ST 0140 BLOCK N SIDE ( 173) 173 FT E/O UNIVERSITY WAY NE (NE40-14-16)                                                                                                                                                                                  ,173,L126,12126002,12126,STELIO,University District,Core,N,GOOD,SDOT,INSVC,1354,87992,ATT,3G,M500,DISPLAY,,DISTRICT4, ,N,,2.5,480,659,2.5,660,1019,2.5,1020,1199,2.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.312494689749016,47.655412834447901
339,"(47.61813809000006, -122.34775173799994)",540287,32433,109,9643,141,29,PSL-J503,PSL,CEDAR ST 0040 BLOCK NW SIDE ( 116) 116 FT NE/O 4TH AVE (27-04-08)                                                                                                                                                                                              ,116,J503,10503004,10503,MS1,Belltown,North,NW,GOOD,SDOT,INSVC,1425,86602,T-MOBILE,3G, ,DISPLAY,13839,DISTRICT7, ,N,,1,480,659,1.5,660,1019,1.5,1020,1199,1,480,659,1.5,660,1019,1.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.347751739327009,47.618138088395696
340,"(47.60854544800003, -122.32581203699999)",576103,58414,109,13107,148,-29,PSL-H152,PSL,TERRY AVE 0090 BLOCK NE SIDE ( 134) 134 FT NW/O MARION ST (TY-09-10/12)                                                                                                                                                                                        ,134,H152,8152002,8152,MS1,First Hill,,NE,GOOD,SDOT,INSVC,1331,87214,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT3, ,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.325812037881008,47.608545447252098
341,"(47.60206521100008, -122.33497560099994)",542921,12237,109,12253,125,24,PSL-B532,PSL,POST AVE 0060 BLOCK SW SIDE (  95) 95 FT NW/O YESLER WAY (OP-06-7T/11)                                                                                                                                                                                         ,95,B532,2532002,2532,MS1,Pioneer Square,Edge,SW,GOOD,SDOT,INSVC,1408,87567,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT7, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.334975601823999,47.602065209779596
342,"(47.61305703900007, -122.34905787299999)",540917,9146,109,9071,144,-30,PSL-B516,PSL,BATTERY ST 0005 BLOCK SE SIDE ( 122) 122 FT NE/O ELLIOTT AVE (24-00-09)                                                                                                                                                                                        ,122,B516,2516004,2516,MS1,Belltown,North,SE,GOOD,SDOT,INSVC,1425,86619,T-MOBILE,3G, ,DISPLAY,13839,DISTRICT7, ,N,,1,480,659,1.5,660,1019,1.5,1020,1199,1,480,659,1.5,660,1019,1.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.349057874657007,47.613057038054798
343,"(47.60894381000003, -122.33338794899998)",531860,58501,109,13204,126,30,PSL-E515,PSL,UNIVERSITY ST 0050 BLOCK NW SIDE ( 110) 110 FT NE/O 5TH AVE (13-05-06)                                                                                                                                                                                         ,110,E515,5515002,5515,MS1,Commercial Core,Retail,NW,GOOD,SDOT,INSVC,1339,87040,T-MOBILE,3G, ,DISPLAY,14398,DISTRICT7, ,N,,3.5,480,659,4,660,1019,3.5,1020,1199,3.5,480,659,4,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.33338795070901,47.608943808793008
344,"(47.61378474800006, -122.35096286799995)",540724,78118,109,10205,193.5,-34,PSL-B503,PSL,ELLIOTT AVE 0250 BLOCK NE SIDE ( 172) 172 FT NW/O WALL ST (OE-25-16)                                                                                                                                                                                           ,172,B503,2503004,2503,MS1,Belltown,North,NE,GOOD,SDOT,INSVC,1425,86580,T-MOBILE,3G, ,DISPLAY,13839,DISTRICT7, ,N,,1,480,659,1.5,660,1019,1.5,1020,1199,1,480,659,1.5,660,1019,1.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.350962869124004,47.613784747172794
345,"(47.61249792800004, -122.32354696999994)",539987,54609,109,9372,162,26,PSL-H560,PSL,BOYLSTON AVE 0120 BLOCK SW SIDE ( 140) 140 FT NW/O SENECA ST (BN-12-13)                                                                                                                                                                                        ,140,H560,8560002,8560,MS1,First Hill,,SW,GOOD,SDOT,INSVC,1339,87289,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT3, ,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.323546971400006,47.612497927119598
346,"(47.60424547100007, -122.3219264)",535044,35718,109,13101,146,-20,PSL-H549,PSL,TERRY AVE 0030 BLOCK NE SIDE ( 133) 133 FT NW/O ALDER ST (TY-03-10)                                                                                                                                                                                            ,133,H549,8549002,8549,MS1,First Hill,,NE,GOOD,SDOT,INSVC,1339,87200,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT3, ,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.321926401151998,47.604245469397696
347,"(47.60311299000006, -122.32239184099996)",535043,76398,109,8509,161,-27,PSL-H550,PSL,9TH AVE 0020 BLOCK NE SIDE ( 142) 142 FT NW/O SPRUCE ST (09-02-12)                                                                                                                                                                                             ,142,H550,8550002,8550,MS1,First Hill,,NE,GOOD,SDOT,INSVC,1339,87224,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT3, ,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.322391842283011,47.603112989038699
348,"(47.60671920200008, -122.32568609299994)",534973,8610,109,8513,177,-27,PSL-H507,PSL,9TH AVE 0070 BLOCK NE SIDE ( 159) 159 FT NW/O CHERRY ST (09-07-10)                                                                                                                                                                                             ,159,H507,8507002,8507,MS1,First Hill,,NE,GOOD,SDOT,INSVC,1339,87180,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT3, ,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.325686093946004,47.606719200996096
349,"(47.605021055000066, -122.32721321999998)",533958,76034,109,8152,155,-25,PSL-H535,PSL,7TH AVE 0060 BLOCK NE SIDE ( 132) 132 FT NW/O JAMES ST (07-06-10)                                                                                                                                                                                              ,132,H535,8535002,8535,MS1,First Hill,,NE,GOOD,SDOT,INSVC,1339,87216,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT3, ,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.327213221103008,47.605021053731299
350,"(47.65794416300008, -122.31311543299995)",529908,58514,109,13219,406,-25,PSL-L038,PSL,UNIVERSITY WAY NE 0410 BLOCK E SIDE ( 389) 389 FT N/O NE 41ST ST (NEUW-41-28)                                                                                                                                                                                  ,389,L038,12038002,12038,STELIO,University District,Core,E,GOOD,SDOT,INSVC,1354,87952,T-MOBILE,2G,M500,DISPLAY,,DISTRICT4, ,N,,2.5,480,659,2.5,660,1019,2.5,1020,1199,2.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.313115433555012,47.657944161476898
351,"(47.61136542300005, -122.32477857199996)",533949,80746,109,12782,143,-30,PSL-H516,PSL,SENECA ST 0120 BLOCK SE SIDE ( 126) 126 FT NE/O MINOR AVE (12-12-09)                                                                                                                                                                                           ,126,H516,8516002,8516,MS1,First Hill,,SE,GOOD,SDOT,INSVC,1339,87205,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT3, ,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.324778572871011,47.611365421885402
352,"(47.654958220000026, -122.31318154899998)",529902,35838,109,13215,570,-28,PSL-L031,PSL,UNIVERSITY WAY NE 0380 BLOCK E SIDE ( 535) 535 FT N/O NE PACIFIC ST (NEUW-39-50)                                                                                                                                                                               ,535,L031,12031002,12031,STELIO,University District,Core,E,GOOD,SDOT,INSVC,1354,86680,ATT,3G,M500,DISPLAY,,DISTRICT4, ,N,,2.5,480,659,2.5,660,1019,2.5,1020,1199,2.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.313181549833004,47.654958219172002
353,"(47.60594723500003, -122.32602587699995)",533945,32470,109,9666,130,-19,PSL-H532,PSL,CHERRY ST 0080 BLOCK SE SIDE ( 116) 116 FT NE/O 8TH AVE (7-08-09)                                                                                                                                                                                              ,116,H532,8532002,8532,MS1,First Hill,,SE,GOOD,SDOT,INSVC,1339,86873,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT3, ,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.326025878864002,47.605947234220601
354,"(47.65990839400007, -122.31711680399997)",529890,16953,109,16809,154,24,PSL-L167,PSL,NE 43RD ST 0100 BLOCK N SIDE ( 134) 134 FT E/O ROOSEVELT N WAY NE (NE43-10-12)                                                                                                                                                                                 ,134,L167,12167004,12167,STELIO,University District,Edge,N,GOOD,SDOT,INSVC,1737,87408,ATT,3G,M500,DISPLAY,,DISTRICT4, ,N,,1,480,659,1,660,1079,,,,1,480,659,1,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.317116805444016,47.659908393225095
355,"(47.65542969200004, -122.31390160799998)",529831,84641,109,16734,133,25,PSL-L122,PSL,NE 40TH ST 0130 BLOCK N SIDE ( 116) 116 FT E/O BROOKLYN AVE NE (NE40-13-08)                                                                                                                                                                                    ,116,L122,12122002,12122,STELIO,University District,Core,N,GOOD,SDOT,INSVC,1354,87448,ATT,3G,M500,DISPLAY,,DISTRICT4, ,N,,2.5,480,659,2.5,660,1019,2.5,1020,1199,2.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.313901609170003,47.655429691225301
356,"(47.66318252800005, -122.31699746399994)",529893,62093,109,16893,105,24.5,PSL-L173,PSL,NE 47TH ST 0100 BLOCK N SIDE (  85) 85 FT E/O ROOSEVELT WAY NE (NE47-10-08)                                                                                                                                                                                    ,85,L173,12173004,12173,STELIO,University District,Edge,N,GOOD,SDOT,INSVC,1737,87998,ATT,3G,M500,DISPLAY,,DISTRICT4, ,N,,1,480,659,1,660,1079,,,,1,480,659,1,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.316997464506997,47.663182526822801
